UserID,Age,Gender,SubscriptionType,WatchHoursPerWeek,DevicesUsed,FavoriteGenre,AdClicks,MonthlySpend,SubscriptionRenewed
1499,62,Male,VIP,13,4,Drama,9,1314,Yes
1500,38,Female,VIP,10,4,Sci-Fi,2,1359,Yes
1501,23,Male,Basic,16,5,Comedy,0,373,Yes
1502,49,Male,Basic,10,3,Comedy,4,373,No
1503,64,Male,Basic,13,4,Drama,8,380,No
1504,59,Female,Premium,13,3,Action,35,746,Yes
1505,31,Female,Basic,9,5,Drama,15,312,No
1506,39,Male,VIP,19,1,Romance,3,1379,Yes
1507,43,Male,Premium,17,2,Drama,0,853,No
1508,29,Female,Premium,14,1,Action,24,725,No
1509,30,Female,Premium,12,4,Horror,42,755,No
1510,29,Female,VIP,21,2,Action,17,1415,Yes
1511,65,Male,Basic,13,2,Comedy,3,458,No
1512,53,Female,Basic,13,5,Action,11,346,No
1513,58,Male,Basic,16,2,Romance,25,437,No
1514,57,Female,VIP,29,1,Romance,9,1499,Yes
1515,64,Male,Premium,4,1,Sci-Fi,49,715,No
1516,23,Male,Premium,21,2,Sci-Fi,38,791,Yes
1517,60,Male,Basic,1,5,Sci-Fi,17,284,Yes
1518,21,Male,VIP,17,3,Sci-Fi,48,1369,Yes
1519,40,Female,Premium,28,5,Sci-Fi,16,890,Yes
1520,46,Male,Premium,19,2,Romance,7,808,Yes
1521,35,Male,VIP,16,2,Horror,47,1393,No
1522,25,Male,Basic,11,1,Action,48,286,Yes
1523,27,Female,Basic,15,2,Drama,15,316,Yes
1524,57,Female,Premium,13,3,Romance,30,893,Yes
1525,33,Female,Basic,9,5,Drama,8,333,Yes
1526,32,Female,Basic,13,2,Comedy,32,318,No
1527,62,Female,Basic,17,4,Romance,35,470,No
1528,24,Female,Basic,9,4,Sci-Fi,36,361,Yes
1529,61,Male,VIP,9,2,Sci-Fi,29,1379,No
1530,62,Female,Premium,4,5,Drama,35,711,No
1531,46,Female,Basic,18,3,Action,28,370,No
1532,25,Female,Basic,19,1,Drama,41,384,Yes
1533,25,Male,Basic,17,5,Drama,9,301,Yes
1534,31,Female,Premium,23,5,Romance,24,809,Yes
1535,45,Male,VIP,16,1,Comedy,21,1397,No
1536,25,Male,VIP,18,5,Action,27,1499,No
1537,39,Female,Basic,17,5,Drama,7,389,Yes
1538,23,Male,Basic,14,5,Romance,16,229,Yes
1539,43,Male,Premium,11,2,Drama,48,748,No
1540,19,Female,Premium,33,4,Drama,5,1028,No
1541,52,Male,Premium,11,3,Horror,32,806,No
1542,20,Female,Premium,10,4,Sci-Fi,33,700,No
1543,27,Male,Premium,18,4,Comedy,24,824,Yes
1544,26,Male,Basic,17,4,Romance,1,339,Yes
1545,57,Female,Basic,4,3,Sci-Fi,1,238,No
1546,20,Female,Basic,24,4,Action,14,398,No
1547,38,Male,Basic,14,3,Drama,5,374,No
1548,46,Female,Basic,6,1,Romance,4,217,No
1549,42,Female,Premium,25,1,Drama,8,755,Yes
1550,50,Male,Basic,20,5,Sci-Fi,9,400,Yes
1551,56,Female,Basic,5,5,Sci-Fi,42,300,Yes
1552,36,Male,Premium,29,3,Horror,32,868,Yes
1553,57,Female,Premium,20,1,Romance,1,726,Yes
1554,33,Female,Basic,15,4,Action,32,417,No
1555,65,Female,Premium,28,1,Sci-Fi,6,768,Yes
1556,42,Female,VIP,16,2,Sci-Fi,21,1478,Yes
1557,53,Male,Premium,15,2,Action,1,671,No
1558,60,Male,Premium,10,1,Horror,4,683,Yes
1559,56,Male,Basic,20,5,Action,6,424,No
1560,58,Female,VIP,19,3,Drama,22,1494,No
1561,43,Female,Basic,15,2,Comedy,23,393,No
1562,20,Male,VIP,9,3,Action,17,1378,Yes
1563,41,Female,Premium,16,1,Horror,31,780,Yes
1564,26,Female,Basic,14,3,Comedy,36,307,No
1565,60,Female,Basic,4,3,Comedy,37,290,No
1566,29,Male,Premium,3,2,Romance,29,641,Yes
1567,28,Female,Premium,20,5,Romance,27,722,Yes
1568,29,Female,Basic,1,2,Action,25,328,No
1569,48,Male,Premium,17,1,Comedy,12,717,Yes
1570,45,Male,VIP,11,3,Horror,24,1373,No
1571,63,Male,Premium,25,5,Horror,0,746,Yes
1572,37,Male,Premium,11,2,Romance,49,772,No
1573,31,Female,Basic,20,1,Sci-Fi,18,370,No
1574,20,Female,Premium,12,5,Action,38,843,Yes
1575,18,Female,Basic,16,3,Romance,48,398,No
1576,35,Male,VIP,21,1,Action,25,1478,Yes
1577,62,Female,Basic,11,4,Action,43,309,No
1578,43,Male,Premium,23,2,Horror,24,817,No
1579,60,Female,Basic,7,5,Sci-Fi,6,275,No
1580,22,Male,Basic,17,2,Action,1,359,Yes
1581,22,Male,Premium,22,3,Comedy,6,793,No
1582,58,Female,Premium,20,3,Sci-Fi,48,755,No
1583,23,Male,Premium,30,2,Comedy,24,776,Yes
1584,20,Female,VIP,9,3,Horror,16,1259,Yes
1585,37,Female,VIP,4,1,Drama,22,1179,Yes
1586,62,Female,VIP,7,4,Sci-Fi,13,1271,No
1587,51,Female,Basic,20,4,Drama,44,437,Yes
1588,22,Male,Premium,19,5,Drama,50,698,Yes
1589,58,Female,VIP,16,2,Drama,4,1297,No
1590,58,Male,Basic,6,2,Horror,36,436,No
1591,56,Female,Basic,21,3,Sci-Fi,17,366,Yes
1592,61,Male,Premium,5,4,Sci-Fi,2,743,Yes
1593,29,Male,Premium,24,5,Sci-Fi,47,858,Yes
1594,65,Female,Premium,38,1,Comedy,3,929,Yes
1595,33,Male,VIP,18,2,Romance,10,1298,No
1596,56,Female,Premium,20,2,Sci-Fi,1,785,Yes
1597,45,Female,Basic,11,2,Horror,24,257,Yes
1598,55,Female,Basic,1,3,Romance,30,451,No
1599,48,Female,Basic,10,5,Romance,16,253,No
1600,48,Female,Basic,6,1,Horror,3,266,No
1601,47,Male,Premium,3,5,Horror,5,652,No
1602,55,Male,Premium,29,4,Drama,47,754,Yes
1603,53,Male,Basic,17,4,Horror,41,465,No
1604,24,Female,Basic,18,4,Comedy,47,534,No
1605,57,Male,VIP,13,1,Horror,27,1335,Yes
1606,43,Male,Basic,14,4,Action,27,290,No
1607,33,Male,Premium,23,2,Romance,40,680,Yes
1608,42,Male,Premium,15,3,Comedy,31,759,No
1609,64,Male,Premium,19,4,Sci-Fi,22,775,No
1610,59,Male,Basic,13,4,Action,14,325,No
1611,58,Male,Premium,12,2,Action,24,772,No
1612,40,Male,Basic,4,2,Romance,3,343,Yes
1613,55,Male,Premium,1,3,Romance,9,723,No
1614,36,Male,Basic,13,1,Comedy,37,345,No
1615,50,Female,Premium,15,4,Action,44,708,Yes
1616,48,Male,Premium,5,1,Horror,5,764,No
1617,29,Male,Basic,15,3,Romance,4,375,No
1618,30,Male,Basic,15,4,Comedy,4,427,Yes
1619,20,Female,Basic,1,1,Sci-Fi,40,351,Yes
1620,24,Female,Basic,8,5,Comedy,15,254,No
1621,38,Female,Basic,18,2,Horror,16,303,Yes
1622,40,Male,VIP,18,1,Drama,0,1344,Yes
1623,25,Male,Basic,6,4,Action,49,266,No
1624,38,Male,Premium,16,3,Comedy,22,824,Yes
1625,47,Female,VIP,23,4,Sci-Fi,40,1435,Yes
1626,29,Female,Basic,21,4,Horror,36,470,No
1627,34,Female,Premium,14,3,Action,7,793,Yes
1628,35,Female,VIP,11,5,Romance,40,1367,No
1629,42,Female,Premium,10,2,Sci-Fi,28,821,No
1630,35,Female,Basic,19,3,Romance,30,422,No
1631,53,Female,Basic,17,1,Romance,10,388,No
1632,33,Male,Basic,20,4,Action,43,488,No
1633,38,Male,Premium,16,2,Action,47,786,Yes
1634,36,Female,VIP,22,4,Horror,20,1391,No
1635,26,Male,VIP,16,5,Comedy,4,1329,Yes
1636,50,Male,Basic,21,5,Action,43,446,No
1637,29,Female,Premium,22,5,Drama,45,883,No
1638,32,Male,Basic,9,1,Romance,25,341,Yes
1639,56,Female,VIP,1,1,Horror,29,1382,Yes
1640,63,Female,Basic,27,5,Sci-Fi,11,316,No
1641,50,Male,VIP,17,2,Comedy,3,1381,Yes
1642,61,Female,Premium,1,1,Drama,48,702,No
1643,59,Female,Basic,9,2,Horror,24,300,Yes
1644,41,Female,Basic,21,5,Action,14,547,Yes
1645,54,Male,Premium,13,2,Sci-Fi,35,760,No
1646,33,Female,Basic,11,1,Action,1,330,No
1647,40,Female,Premium,26,4,Comedy,4,831,Yes
1648,43,Female,VIP,7,1,Comedy,12,1214,Yes
1649,64,Male,Premium,9,2,Horror,22,698,Yes
1650,58,Male,Basic,17,1,Romance,18,443,No
1651,41,Female,Basic,18,4,Action,9,351,No
1652,49,Male,Basic,19,3,Horror,17,344,No
1653,27,Male,VIP,22,5,Sci-Fi,17,1488,Yes
1654,56,Male,Basic,17,2,Romance,26,464,No
1655,44,Male,Basic,19,2,Romance,28,425,No
1656,43,Male,Basic,13,1,Action,45,337,No
1657,54,Male,VIP,16,2,Horror,41,1365,No
1658,48,Female,Basic,16,3,Sci-Fi,14,331,No
1659,21,Male,VIP,17,1,Action,46,1324,No
1660,31,Male,Premium,21,3,Comedy,26,741,No
1661,26,Male,Premium,19,5,Romance,9,757,Yes
1662,53,Female,VIP,15,4,Sci-Fi,17,1312,Yes
1663,19,Male,Premium,9,4,Drama,37,650,Yes
1664,27,Female,VIP,16,5,Comedy,41,1392,Yes
1665,46,Female,Basic,15,4,Romance,19,388,No
1666,51,Female,Premium,17,4,Comedy,8,886,Yes
1667,42,Female,Premium,33,5,Action,9,824,Yes
1668,59,Male,Premium,11,1,Sci-Fi,5,772,Yes
1669,62,Female,VIP,18,5,Romance,35,1408,No
1670,24,Male,VIP,24,2,Comedy,25,1404,No
1671,63,Female,Premium,16,4,Comedy,23,824,Yes
1672,47,Female,Premium,34,5,Drama,34,916,Yes
1673,48,Female,Premium,12,3,Comedy,42,779,Yes
1674,22,Female,Basic,18,1,Sci-Fi,40,374,No
1675,47,Male,Basic,9,2,Comedy,6,323,No
1676,52,Female,Basic,12,3,Action,30,277,No
1677,45,Female,Basic,17,5,Comedy,45,336,No
1678,22,Female,Basic,22,5,Romance,39,372,Yes
1679,43,Male,Premium,18,3,Romance,16,722,No
1680,62,Female,Basic,25,5,Sci-Fi,20,450,No
1681,52,Male,VIP,14,3,Drama,45,1441,Yes
1682,24,Male,Premium,12,3,Horror,1,705,No
1683,64,Male,Basic,37,5,Comedy,26,501,Yes
1684,64,Female,Basic,18,4,Sci-Fi,5,327,Yes
1685,26,Male,Basic,9,3,Horror,45,326,Yes
1686,56,Male,VIP,9,3,Horror,1,1303,Yes
1687,37,Male,Basic,7,4,Comedy,1,370,No
1688,46,Female,Premium,22,4,Horror,16,768,Yes
1689,39,Male,VIP,12,3,Sci-Fi,10,1420,Yes
1690,55,Female,VIP,16,1,Romance,25,1364,Yes
1691,65,Female,Basic,14,1,Comedy,15,330,Yes
1692,56,Female,Basic,21,1,Sci-Fi,18,329,Yes
1693,62,Female,Basic,8,3,Horror,28,354,Yes
1694,63,Male,Basic,6,4,Comedy,28,383,No
1695,22,Male,Basic,17,5,Horror,47,400,Yes
1696,30,Male,Premium,20,2,Action,24,933,No
1697,52,Female,VIP,18,4,Horror,28,1475,Yes
1698,46,Female,Premium,9,4,Sci-Fi,34,726,No
1699,20,Female,Premium,20,1,Comedy,8,780,No
1700,22,Male,Basic,9,2,Action,34,372,Yes
1701,42,Male,Premium,11,2,Horror,43,704,Yes
1702,47,Male,Premium,7,5,Comedy,16,804,No
1703,26,Male,VIP,25,5,Drama,9,1446,Yes
1704,26,Male,VIP,20,5,Action,17,1414,Yes
1705,24,Female,Basic,20,3,Romance,14,440,Yes
1706,45,Male,Basic,25,3,Sci-Fi,29,527,Yes
1707,18,Female,Basic,38,2,Romance,44,499,Yes
1708,45,Male,Basic,1,4,Action,30,297,No
1709,40,Male,VIP,9,1,Comedy,6,1435,Yes
1710,40,Female,Basic,10,2,Sci-Fi,16,407,No
1711,50,Female,Premium,8,1,Sci-Fi,35,720,No
1712,43,Male,Premium,6,3,Horror,16,729,Yes
1713,52,Male,Basic,13,2,Romance,29,376,Yes
1714,54,Male,Basic,5,1,Horror,35,346,No
1715,62,Female,Premium,18,2,Action,16,708,Yes
1716,56,Male,Premium,15,5,Comedy,33,681,No
1717,42,Female,Basic,19,3,Romance,20,341,Yes
1718,41,Male,Basic,19,5,Sci-Fi,6,336,Yes
1719,29,Female,Premium,20,5,Romance,18,760,No
1720,46,Male,Basic,12,5,Sci-Fi,22,397,No
1721,24,Female,VIP,32,2,Action,0,1449,Yes
1722,62,Female,Basic,17,5,Drama,45,396,No
1723,58,Male,Basic,1,5,Horror,26,231,No
1724,23,Male,Premium,7,5,Sci-Fi,1,706,No
1725,55,Female,Premium,1,2,Action,44,739,No
1726,23,Male,Premium,15,2,Comedy,43,810,Yes
1727,52,Male,Basic,14,3,Romance,0,326,Yes
1728,22,Male,VIP,11,5,Romance,8,1364,No
1729,41,Male,Premium,31,5,Horror,18,986,Yes
1730,49,Male,Premium,19,3,Action,25,793,Yes
1731,52,Male,Basic,21,1,Sci-Fi,37,362,No
1732,38,Male,Basic,8,3,Horror,21,329,No
1733,62,Male,Premium,7,4,Sci-Fi,31,740,Yes
1734,55,Male,Basic,15,3,Sci-Fi,0,365,No
1735,27,Male,Premium,16,2,Drama,33,777,Yes
1736,50,Female,Basic,1,2,Comedy,46,217,No
1737,53,Male,VIP,14,1,Comedy,26,1311,Yes
1738,34,Male,Premium,15,2,Horror,23,765,Yes
1739,53,Male,VIP,13,4,Action,15,1354,Yes
1740,61,Female,Premium,8,2,Action,48,705,No
1741,57,Male,Basic,11,5,Drama,1,343,No
1742,54,Male,Premium,14,1,Horror,14,773,Yes
1743,48,Male,Premium,16,3,Sci-Fi,7,832,Yes
1744,30,Male,Premium,20,3,Sci-Fi,44,793,No
1745,56,Male,Basic,24,5,Sci-Fi,24,443,No
1746,35,Male,Premium,13,5,Action,47,732,No
1747,43,Female,VIP,11,3,Comedy,33,1388,No
1748,33,Female,Premium,19,4,Action,28,817,Yes
1749,33,Male,Basic,20,4,Horror,26,451,Yes
1750,25,Female,Premium,12,3,Horror,10,802,No
